"Nombre" "Plataforma" "Fecha" "Genero" "VentasEEUU" "VentasEU" "VentasJP" "VentasOtros" "Ventas"
"302" "Left 4 Dead 2" "X360" "2009" "Shooter" 2.67 0.89 0.05 0.37 3.99
"303" "Namco Museum: 50th Anniversary" "PS2" "2005" "Misc" 2.08 1.35 0 0.54 3.98
"304" "EA Sports Active" "Wii" "2009" "Sports" 2.1 1.36 0.06 0.4 3.92
"305" "Assassin's Creed: Unity" "PS4" "2014" "Action" 1.18 1.96 0.08 0.7 3.92
"307" "Tony Hawk's Underground" "PS2" "2003" "Sports" 2.29 1.17 0.01 0.42 3.9
"308" "Assassin's Creed IV: Black Flag" "PS3" "2013" "Action" 1.33 1.71 0.13 0.73 3.89
"309" "Monster Hunter 4 Ultimate" "3DS" "2014" "Role-Playing" 0.67 0.49 2.62 0.11 3.89
"310" "MotorStorm" "PS3" "2006" "Racing" 1.53 1.61 0.06 0.67 3.88
"311" "The Elder Scrolls V: Skyrim" "PC" "2011" "Role-Playing" 1.15 2.09 0 0.64 3.88
"312" "Tekken 5" "PS2" "2005" "Fighting" 0.93 1.94 0.31 0.7 3.87
"314" "Sports Champions" "PS3" "2010" "Sports" 2.12 1.14 0.1 0.51 3.87
"315" "NBA 2K16" "PS4" "2015" "Sports" 2.48 0.65 0.03 0.69 3.85
"316" "World Soccer Winning Eleven 8 International" "PS2" "2004" "Sports" 0.16 1.89 1.12 0.68 3.85
"317" "Flash Focus: Vision Training in Minutes a Day" "DS" "2007" "Misc" 0.87 1.57 1.05 0.35 3.84
"318" "Namco Museum Vol.1" "PS" "1995" "Misc" 2.12 1.44 0.22 0.06 3.84
"320" "Mario & Luigi: Bowser's Inside Story" "DS" "2009" "Role-Playing" 2.26 0.48 0.81 0.27 3.83
"321" "Big Brain Academy: Wii Degree" "Wii" "2007" "Misc" 1.06 1.93 0.41 0.43 3.82
"322" "Nintendogs + cats" "3DS" "2011" "Simulation" 1.44 1.37 0.73 0.27 3.81
"323" "Batman: Arkham Knight" "PS4" "2015" "Action" 1.49 1.58 0.1 0.61 3.79
"324" "Mario & Sonic at the London 2012 Olympic Games" "Wii" "2011" "Sports" 1.14 1.91 0.27 0.46 3.78
"325" "LEGO Indiana Jones: The Original Adventures" "X360" "2008" "Action" 2.4 1.03 0 0.36 3.78
"326" "Resident Evil Director's Cut" "PS" "1996" "Action" 1.82 1.24 0.47 0.25 3.77
"327" "Ratchet & Clank: Size Matters" "PSP" "2007" "Platform" 1.4 1.4 0.1 0.87 3.77
"328" "Just Dance 2014" "Wii" "2013" "Misc" 1.98 1.47 0 0.32 3.76
"329" "The Sims: Unleashed" "PC" "2002" "Simulation" 2.03 1.56 0 0.17 3.76
"330" "Super Paper Mario" "Wii" "2007" "Platform" 1.98 0.88 0.59 0.32 3.76
"331" "Harry Potter and the Sorcerer's Stone" "PS" "2001" "Action" 1.37 2 0.14 0.22 3.73
"332" "The Witcher 3: Wild Hunt" "PS4" "2015" "Role-Playing" 0.96 2 0.21 0.56 3.73
"333" "Resident Evil 3: Nemesis" "PS" "1999" "Action" 1.3 0.77 1.54 0.11 3.72
"334" "Spyro: Year of the Dragon" "PS" "2000" "Platform" 1.93 1.58 0 0.19 3.71
"335" "FIFA Soccer 2005" "PS2" "2004" "Sports" 0.58 2.48 0.04 0.59 3.7
"337" "Battlefield 4" "PS3" "2013" "Shooter" 1.3 1.51 0.27 0.61 3.69
"338" "MySims" "DS" "2007" "Simulation" 1.59 1.61 0.08 0.41 3.69
"339" "Friend Collection" "DS" "2009" "Misc" 0 0 3.67 0 3.67
"340" "Tony Hawk's Pro Skater 4" "PS2" "2002" "Sports" 2.13 1.18 0.01 0.35 3.67
"341" "Midnight Club 3: DUB Edition" "PSP" "2005" "Racing" 1.65 1.22 0 0.79 3.66
"342" "Banjo-Kazooie" "N64" "1998" "Platform" 1.87 1.13 0.55 0.1 3.65
"343" "SOCOM: U.S. Navy SEALs" "PS2" "2002" "Shooter" 2.53 0.81 0.06 0.24 3.65
"344" "Guitar Hero: World Tour" "Wii" "2008" "Misc" 2.33 0.97 0 0.35 3.65
"345" "Gran Turismo 6" "PS3" "2013" "Racing" 0.71 1.8 0.4 0.74 3.64
"346" "Jak and Daxter: The Precursor Legacy" "PS2" "2001" "Platform" 2.08 1.09 0.15 0.33 3.64
"347" "Pokemon Snap" "N64" "1999" "Simulation" 2.23 0.68 0.66 0.06 3.63
"348" "FIFA Soccer 10" "PS3" "2009" "Sports" 0.6 2.46 0.05 0.52 3.63
"349" "Pro Evolution Soccer 2008" "PS2" "2007" "Sports" 0.05 0 0.64 2.93 3.63
"350" "Call of Duty: Ghosts" "PS4" "2013" "Shooter" 1.78 1.42 0.05 0.38 3.63
"351" "Resident Evil 4" "PS2" "2005" "Action" 2.08 0.83 0.46 0.25 3.62
"352" "Tom Clancy's The Division" "PS4" "2016" "Shooter" 1.28 1.61 0.15 0.57 3.61
"353" "Star Wars: Battlefront" "PS2" "2004" "Shooter" 1.93 1.22 0.03 0.44 3.61
"354" "Doom II: Hell on Earth" "PC" "1994" "Shooter" 2.05 1.4 0 0.16 3.61
"355" "The Simpsons: Road Rage" "PS2" "2001" "Racing" 2.02 1.17 0 0.42 3.61
"356" "Cooking Mama 2: Dinner With Friends" "DS" "2007" "Simulation" 1.61 1.5 0.1 0.39 3.61
"357" "Luigi's Mansion" "GC" "2001" "Action" 2.38 0.67 0.46 0.1 3.6
"358" "Star Wars: Battlefront II" "PS2" "2005" "Shooter" 2.18 1.02 0.03 0.37 3.59
"359" "WWF SmackDown!" "PS" "2000" "Fighting" 2.01 1.35 0.06 0.16 3.58
"360" "Croc: Legend of the Gobbos" "PS" "1997" "Platform" 1.57 1.79 0 0.2 3.56
"361" "Grand Theft Auto: Liberty City Stories" "PS2" "2006" "Action" 1.56 1.4 0.07 0.5 3.54
"362" "The Getaway" "PS2" "2002" "Action" 1.23 1.77 0.05 0.49 3.54
"363" "Tomb Raider III: Adventures of Lara Croft" "PS" "1997" "Action" 1.66 1.58 0.12 0.18 3.54
"364" "James Bond 007: Agent Under Fire" "PS2" "2001" "Shooter" 1.9 1.13 0.1 0.41 3.53
"365" "LEGO Star Wars: The Video Game" "PS2" "2005" "Action" 1.98 1.14 0.01 0.41 3.53
"366" "Battlefield 4" "X360" "2013" "Shooter" 2.14 1.08 0.02 0.29 3.53
"367" "FIFA Soccer 11" "X360" "2010" "Sports" 0.71 2.4 0.02 0.4 3.53
"368" "Rugrats in Paris: The Movie" "PS" "2000" "Action" 1.96 1.33 0 0.23 3.52
"369" "Spyro 2: Ripto's Rage!" "PS" "1999" "Platform" 2.14 1.21 0.01 0.17 3.52
"370" "Left 4 Dead" "X360" "2008" "Shooter" 2.66 0.5 0.05 0.3 3.52
"371" "Mario & Sonic at the Olympic Winter Games" "DS" "2009" "Sports" 1.22 1.66 0.27 0.38 3.52
"372" "Resident Evil 5" "X360" "2009" "Action" 2.11 0.94 0.12 0.34 3.51
"373" "Donkey Kong Country 3: Dixie Kong's Double Trouble!" "SNES" "1996" "Platform" 1.17 0.5 1.75 0.08 3.51
"374" "Assassin's Creed: Brotherhood" "X360" "2010" "Action" 2.84 0.39 0.03 0.24 3.5
"376" "Batman: Arkham Asylum" "X360" "2009" "Action" 2.2 0.97 0.02 0.31 3.5
"377" "Clubhouse Games" "DS" "2006" "Misc" 0.59 1.83 0.73 0.35 3.5
"378" "FIFA Soccer 2004" "PS2" "N/A" "Sports" 0.59 2.36 0.04 0.51 3.49
"379" "Star Wars Battlefront (2015)" "XOne" "2015" "Shooter" 1.94 1.22 0.02 0.31 3.49
"380" "Battlefield: Bad Company 2" "X360" "2010" "Shooter" 2.09 1.02 0.04 0.32 3.48
"381" "Guitar Hero: On Tour" "DS" "2008" "Misc" 2.11 1.01 0.01 0.35 3.48
"382" "Assassin's Creed: Unity" "XOne" "2014" "Action" 2.26 0.89 0 0.3 3.46
"383" "Far Cry 3" "PS3" "2012" "Shooter" 0.88 1.75 0.1 0.72 3.45
"384" "Monster Hunter 4" "3DS" "2013" "Role-Playing" 0 0 3.44 0 3.44
"385" "Borderlands" "X360" "2009" "Shooter" 2.39 0.73 0.03 0.29 3.44
"386" "Tekken 4" "PS2" "2002" "Fighting" 1.55 1.27 0.33 0.29 3.44
"387" "Battlefield 4" "PS4" "2013" "Shooter" 1.34 1.54 0.17 0.38 3.43
"388" "LittleBigPlanet 2" "PS3" "2011" "Platform" 1.82 1.07 0.06 0.47 3.42
"389" "Grand Theft Auto 2" "PS" "1998" "Action" 1.13 2.07 0 0.22 3.42
"390" "Final Fantasy III" "SNES" "1994" "Role-Playing" 0.86 0 2.55 0.02 3.42
"391" "Spider-Man 2" "PS2" "2004" "Action" 1.75 1.2 0.02 0.43 3.41
"393" "FIFA Soccer 2003" "PS2" "2002" "Sports" 0.46 2.28 0.05 0.61 3.4
"394" "Crash Bash" "PS" "2000" "Misc" 1.56 1.47 0.19 0.17 3.39
"395" "LEGO Batman: The Videogame" "X360" "2008" "Action" 2.03 1.03 0 0.32 3.38
"396" "Metal Gear Solid V: The Phantom Pain" "PS4" "2015" "Action" 1.08 1.35 0.48 0.47 3.38
"397" "The Legend of Zelda: Spirit Tracks" "DS" "2009" "Action" 1.43 0.94 0.74 0.27 3.38
"398" "WWF War Zone" "PS" "1998" "Fighting" 2.47 0.76 0 0.13 3.36
"399" "The Legend of Zelda: Majora's Mask" "N64" "2000" "Action" 1.9 0.67 0.73 0.06 3.36
"400" "Professor Layton and the Unwound Future" "DS" "2008" "Puzzle" 0.65 1.61 0.82 0.28 3.36
"401" "Rugrats: Search For Reptar" "PS" "1998" "Adventure" 1.63 1.53 0 0.18 3.34
"402" "Assassin's Creed IV: Black Flag" "X360" "2013" "Action" 1.9 1.14 0.01 0.29 3.34
"403" "English Training: Have Fun Improving Your Skills!" "DS" "2006" "Misc" 0 0.99 2.32 0.02 3.33
"404" "James Bond 007: Nightfire" "PS2" "2002" "Shooter" 1.45 1.29 0.12 0.46 3.33
"405" "Ratchet & Clank" "PS2" "2002" "Platform" 1.44 1.01 0.57 0.3 3.33
"406" "Mario Party 9" "Wii" "2012" "Misc" 1.15 1.17 0.76 0.24 3.32
"407" "Star Wars Episode III: Revenge of the Sith" "PS2" "2005" "Action" 1.47 1.39 0.03 0.43 3.32
"408" "Max Payne" "PS2" "2001" "Shooter" 1.99 1.05 0.05 0.22 3.31
"409" "The Lord of the Rings: The Return of the King" "PS2" "2003" "Action" 1.5 1.28 0.05 0.46 3.28
"410" "Assassin's Creed Syndicate" "PS4" "2015" "Action" 0.8 1.92 0.06 0.5 3.28
"411" "Destiny" "XOne" "2014" "Shooter" 2.13 0.92 0 0.23 3.28
"412" "True Crime: Streets of LA" "PS2" "2003" "Action" 1.89 1.05 0.02 0.31 3.27
"413" "Wii Music" "Wii" "2008" "Misc" 1.36 1.13 0.46 0.32 3.27
"414" "Gran Turismo (PSP)" "PSP" "2009" "Racing" 0.5 1.59 0.31 0.87 3.27
"415" "Monster Hunter X" "3DS" "2015" "Action" 0.25 0.19 2.78 0.04 3.26
"416" "Tekken" "PS" "1995" "Fighting" 0.95 1.3 0.77 0.22 3.24
"417" "FIFA 16" "XOne" "2015" "Sports" 0.88 2.11 0 0.23 3.23
"418" "L.A. Noire" "PS3" "2011" "Adventure" 1.27 1.33 0.12 0.51 3.23
"419" "Madden NFL 16" "PS4" "2015" "Sports" 2.33 0.3 0 0.59 3.22
"420" "Yokai Watch 2 Ganso/Honke" "3DS" "2014" "Role-Playing" 0.03 0 3.18 0 3.22
"421" "007: Tomorrow Never Dies" "PS" "1999" "Shooter" 1.72 1.33 0 0.16 3.21
"423" "Killer Instinct" "SNES" "1995" "Fighting" 2.26 0.72 0.12 0.1 3.2
"424" "WWF SmackDown! 2: Know Your Role" "PS" "2000" "Fighting" 1.76 1.21 0.07 0.16 3.2
"425" "Crisis Core: Final Fantasy VII" "PSP" "2007" "Role-Playing" 1.35 0.6 0.8 0.44 3.19
"426" "God of War: Chains of Olympus" "PSP" "2008" "Action" 1.48 1.01 0.04 0.66 3.19
"427" "Dragon Quest VI: Maboroshi no Daichi" "SNES" "1995" "Role-Playing" 0 0 3.19 0 3.19
"428" "Dance Central" "X360" "2010" "Misc" 2.15 0.77 0.01 0.26 3.19
"429" "Enter the Matrix" "PS2" "2003" "Action" 1.78 1.12 0.09 0.19 3.18
"430" "Super Mario Maker" "WiiU" "2015" "Platform" 1.18 0.87 0.93 0.2 3.18
"431" "Fallout: New Vegas" "PS3" "2010" "Role-Playing" 1.52 1.08 0.1 0.47 3.17
"432" "LEGO Batman: The Videogame" "Wii" "N/A" "Action" 1.86 1.02 0 0.29 3.17
"433" "Rhythm Heaven" "DS" "2008" "Misc" 0.58 0.51 1.93 0.14 3.17
"434" "Ace Combat 04: Shattered Skies" "PS2" "2001" "Simulation" 2.06 0.56 0.38 0.17 3.17
"435" "Club Penguin: Elite Penguin Force" "DS" "2008" "Adventure" 1.88 0.98 0 0.3 3.16
"436" "Animal Crossing" "GC" "2001" "Simulation" 1.92 0.16 0.99 0.09 3.15
"437" "LEGO Batman: The Videogame" "DS" "2008" "Action" 1.79 1.06 0 0.29 3.15
"438" "Sonic Rush" "DS" "2005" "Platform" 1.22 1.57 0.06 0.29 3.15
"439" "Resident Evil 6" "PS3" "2012" "Shooter" 0.88 0.97 0.88 0.42 3.15
"440" "Halo: The Master Chief Collection" "XOne" "2014" "Shooter" 1.89 0.99 0.03 0.24 3.15
"441" "FIFA Soccer 08" "PS2" "2007" "Sports" 0.68 0 0 2.46 3.14
"442" "Spider-Man" "PS" "2000" "Action" 1.7 1.25 0.02 0.16 3.13
"443" "Need for Speed III: Hot Pursuit" "PS" "1998" "Racing" 2.14 0.86 0 0.13 3.12
"444" "Star Wars Episode I Racer" "N64" "1999" "Racing" 2.31 0.62 0.14 0.04 3.12
"445" "Personal Trainer: Cooking" "DS" "2006" "Misc" 0.91 1 1.03 0.17 3.12
"446" "The Elder Scrolls IV: Oblivion" "PS3" "2007" "Role-Playing" 1.69 0.87 0.14 0.42 3.12
"448" "Heavy Rain" "PS3" "2010" "Adventure" 1.29 1.27 0.06 0.5 3.12
"449" "Mass Effect 2" "X360" "2010" "Role-Playing" 1.99 0.82 0.03 0.27 3.11
"450" "FIFA 15" "X360" "2014" "Sports" 0.78 2.02 0 0.3 3.11
"451" "Dragon Ball Z: Budokai" "PS2" "2002" "Fighting" 2.17 0.28 0.55 0.08 3.09
"452" "Madden NFL 2002" "PS2" "2001" "Sports" 2.5 0.16 0.01 0.42 3.08
"454" "Borderlands 2" "X360" "2012" "Shooter" 1.89 0.91 0.04 0.24 3.07
"455" "The Legend of Zelda: A Link Between Worlds" "3DS" "2013" "Action" 1.4 0.99 0.46 0.22 3.07
"457" "The Sims: Vacation" "PC" "2002" "Simulation" 1.72 1.21 0 0.14 3.07
"458" "Mass Effect 3" "X360" "2012" "Role-Playing" 1.94 0.86 0.03 0.24 3.07
"459" "Kung Fu Panda" "X360" "2008" "Action" 1.91 0.84 0 0.29 3.05
"460" "Far Cry 3" "X360" "2012" "Shooter" 1.38 1.35 0.02 0.28 3.04
"461" "Epic Mickey" "Wii" "2010" "Platform" 2.06 0.64 0.12 0.22 3.04
"462" "Saints Row 2" "X360" "2008" "Action" 1.94 0.8 0.02 0.27 3.03
"463" "Rayman" "PS" "1995" "Platform" 1.54 1.33 0 0.16 3.03
"464" "Killzone 2" "PS3" "2009" "Shooter" 1.4 1.07 0.08 0.47 3.02
"465" "Tom Clancy's Splinter Cell" "XB" "2002" "Action" 1.85 1.04 0 0.13 3.02
"467" "WWE SmackDown! Shut Your Mouth" "PS2" "2002" "Sports" 1.45 1.13 0.07 0.38 3.02
"468" "Gears of War: Ultimate Edition" "XOne" "2015" "Shooter" 2.38 0.32 0 0.31 3
"469" "NBA 2K13" "X360" "2012" "Sports" 2.6 0.21 0.01 0.19 3
"470" "Dragon Ball Z: Budokai Tenkaichi 3" "PS2" "2007" "Fighting" 1.15 0 0.76 1.09 3
"471" "wwe Smackdown vs. Raw 2006" "PS2" "N/A" "Fighting" 1.57 1.02 0 0.41 3
"472" "Middle-Earth: Shadow of Mordor" "PS4" "2014" "Action" 1.01 1.41 0.05 0.53 2.99
"473" "Star Fox" "SNES" "1993" "Shooter" 1.61 0.51 0.8 0.07 2.99
"474" "The Sims: Livin Large" "PC" "2000" "Misc" 1.67 1.18 0 0.13 2.99
"475" "World Soccer Winning Eleven 6 International" "PS2" "2002" "Sports" 0.12 1.26 1.16 0.45 2.99
"476" "Devil May Cry" "PS2" "2001" "Action" 1.36 0.86 0.64 0.13 2.99
"477" "Animal Crossing: Happy Home Designer" "3DS" "2015" "Simulation" 0.47 1 1.39 0.12 2.98
"478" "Battlefield: Bad Company 2" "PS3" "2010" "Shooter" 1.33 1.12 0.08 0.45 2.97
"479" "The Sims 4" "PC" "2014" "Simulation" 0.96 1.72 0 0.29 2.97
"480" "Star Wars: The Old Republic" "PC" "2011" "Role-Playing" 1.58 1.01 0 0.38 2.97
"481" "Sonic Heroes" "PS2" "2003" "Platform" 1.04 1.37 0.06 0.49 2.96
"482" "Kirby Super Star Ultra" "DS" "2008" "Platform" 1.57 0.04 1.19 0.15 2.96
"483" "Hitman 2: Silent Assassin" "PS2" "2002" "Action" 1.36 1.15 0.04 0.41 2.96
"484" "Street Fighter IV" "X360" "2009" "Fighting" 1.82 0.71 0.15 0.26 2.95
"485" "Wave Race 64" "N64" "1996" "Racing" 1.98 0.58 0.34 0.04 2.94
"486" "SOCOM II: U.S. Navy SEALs" "PS2" "2003" "Shooter" 2.22 0.51 0.06 0.15 2.94
"487" "WWE SmackDown! vs. RAW 2006" "PS2" "2005" "Fighting" 1.45 1.11 0.04 0.33 2.94
"488" "inFAMOUS" "PS3" "2009" "Action" 1.76 0.69 0.12 0.37 2.94
"489" "Pac-Man Collection" "GBA" "2001" "Puzzle" 2.07 0.77 0.05 0.05 2.94
"490" "Mass Effect" "X360" "2007" "Role-Playing" 1.83 0.8 0.03 0.27 2.93
"491" "WarioWare: Smooth Moves" "Wii" "2006" "Puzzle" 0.87 1.06 0.73 0.26 2.92
"492" "Cooking Mama: Cook Off" "Wii" "2007" "Simulation" 1.43 1.13 0.05 0.3 2.91
"493" "Super Mario World 2: Yoshi's Island" "GBA" "2002" "Platform" 1.75 0.45 0.62 0.09 2.91
"494" "FIFA 14" "PS4" "2013" "Sports" 0.61 1.85 0.11 0.33 2.9
"495" "Titanfall" "XOne" "2014" "Shooter" 1.84 0.8 0.04 0.22 2.9
"496" "Sonic Mega Collection Plus" "PS2" "2004" "Misc" 1.54 1.14 0 0.22 2.9
"497" "Sega Superstars Tennis" "X360" "2008" "Sports" 1.75 0.86 0 0.28 2.9
"498" "World Soccer Winning Eleven 7 International" "PS2" "2003" "Sports" 0.08 1.24 1.13 0.45 2.9
"499" "Need for Speed: Most Wanted" "PS3" "2012" "Racing" 0.71 1.51 0.06 0.61 2.89
"500" "Hot Shots Golf 3" "PS2" "2001" "Sports" 0.99 0.32 1.38 0.2 2.89
"501" "Call of Duty: Finest Hour" "PS2" "2004" "Shooter" 1.51 1.12 0.01 0.24 2.89
"502" "Zumba Fitness 2" "Wii" "2011" "Sports" 1.54 1.07 0 0.28 2.88
"503" "Syphon Filter" "PS" "1999" "Shooter" 2.03 0.72 0.02 0.11 2.88
"504" "Imagine: Babyz" "DS" "2007" "Simulation" 1.3 1.27 0 0.31 2.88
"505" "Colin McRae Rally" "PS" "1998" "Racing" 0.09 2.43 0.12 0.22 2.87
"506" "Call of Duty: Ghosts" "XOne" "2013" "Shooter" 1.87 0.77 0 0.22 2.86
"507" "Madden NFL 13" "X360" "2012" "Sports" 2.53 0.16 0 0.17 2.86
"508" "The Elder Scrolls III: Morrowind" "XB" "2002" "Role-Playing" 2.09 0.63 0.03 0.11 2.86
"509" "Mortal Kombat" "PS3" "2011" "Fighting" 1.98 0.55 0 0.32 2.85
"510" "F-Zero" "SNES" "1990" "Racing" 1.37 0.51 0.89 0.07 2.85
"511" "Yoshi's Story" "N64" "1997" "Platform" 1.29 0.53 0.98 0.05 2.85
"512" "Command & Conquer: Red Alert" "PC" "1996" "Strategy" 1.37 1.34 0 0.14 2.85
"513" "Skylanders: Spyro's Adventure" "Wii" "2011" "Action" 1.4 1.14 0 0.31 2.85
"514" "FIFA 16" "PS3" "2015" "Sports" 0.4 1.98 0.05 0.42 2.85
"515" "Assassin's Creed: Brotherhood" "PS3" "2010" "Action" 1.87 0.57 0.11 0.3 2.84
"516" "BioShock" "X360" "2007" "Shooter" 1.65 0.86 0.05 0.28 2.83
"517" "Madden NFL 10" "X360" "2009" "Sports" 2.52 0.09 0 0.22 2.83
"518" "Medal of Honor" "PS3" "2010" "Shooter" 1.28 1.05 0.07 0.43 2.83
"519" "WWE SmackDown! vs. Raw" "PS2" "2002" "Fighting" 1.32 1.08 0.04 0.39 2.83
"520" "Metroid Prime" "GC" "2002" "Shooter" 1.96 0.67 0.1 0.09 2.82
"521" "Finding Nemo" "GBA" "2003" "Action" 1.59 1.05 0.04 0.14 2.82
"522" "Myst" "PC" "1994" "Adventure" 0.02 2.79 0 0 2.81
"523" "Need for Speed: Hot Pursuit" "PS3" "2010" "Racing" 1.05 1.25 0.03 0.48 2.81
"524" "Imagine: Fashion Designer" "DS" "2007" "Simulation" 1.32 1.19 0 0.3 2.81
"525" "WWE SmackDown! Here Comes the Pain" "PS2" "2003" "Fighting" 1.32 1.06 0.04 0.38 2.8
"526" "Star Wars: The Force Unleashed" "X360" "2008" "Action" 1.74 0.8 0 0.26 2.8
"527" "Yoshi's Island DS" "DS" "2006" "Platform" 1.47 0.07 1.1 0.15 2.8
"528" "Hot Shots Golf" "PS" "1997" "Sports" 0.29 0.2 2.13 0.18 2.79
"529" "Killzone 3" "PS3" "2011" "Shooter" 1.45 0.88 0.09 0.38 2.79
"530" "A Bug's Life" "PS" "1998" "Platform" 1.96 0.72 0 0.11 2.79
"531" "WWF SmackDown! Just Bring It" "PS2" "2001" "Fighting" 1.19 1.15 0.04 0.41 2.79
"532" "Dragon Quest V: Tenkuu no Hanayome" "SNES" "1992" "Role-Playing" 0 0 2.78 0.01 2.79
"533" "Mortal Kombat Trilogy" "PS" "1996" "Fighting" 1.98 0.7 0 0.11 2.79
"534" "Battlefield 3" "PC" "2011" "Shooter" 0.89 1.43 0 0.48 2.79
"535" "NBA Street" "PS2" "2001" "Sports" 2.19 0.22 0 0.38 2.79
"536" "Professor Layton and the Last Specter" "DS" "2009" "Puzzle" 0.3 1.47 0.68 0.34 2.79
"537" "Monster Hunter Tri" "3DS" "2011" "Role-Playing" 0.46 0.29 1.96 0.07 2.79
"538" "Jak II" "PS2" "2003" "Platform" 1.68 0.74 0 0.36 2.78
"539" "inFAMOUS: Second Son" "PS4" "2014" "Action" 1.27 0.97 0.07 0.47 2.78
"540" "Ratchet & Clank: Going Commando" "PS2" "2003" "Platform" 1.44 0.83 0.26 0.25 2.78
"541" "Tekken 6" "PS3" "2009" "Fighting" 1.2 0.98 0.17 0.43 2.78
"542" "The Sims" "PS2" "2003" "Simulation" 1.41 1.12 0 0.24 2.77
"543" "Sonic and the Secret Rings" "Wii" "2007" "Platform" 1.24 1.2 0.04 0.3 2.77
"544" "Saints Row: The Third" "X360" "2011" "Action" 1.25 1.15 0.07 0.3 2.77
"546" "Mario Paint" "SNES" "1992" "Misc" 1.43 0.54 0.71 0.07 2.75
"547" "Assassin's Creed IV: Black Flag" "PS4" "2013" "Action" 1.07 1.31 0.06 0.31 2.74
"548" "Pokémon Stadium 2" "N64" "2000" "Strategy" 1.02 0.36 1.13 0.23 2.73
"550" "L.A. Noire" "X360" "2011" "Adventure" 1.52 0.94 0.02 0.24 2.72
"551" "Call of Duty 3" "X360" "2006" "Shooter" 1.49 0.93 0.02 0.27 2.71
"552" "The Legend of Zelda: A Link to the Past" "GBA" "2002" "Action" 1.75 0.52 0.33 0.1 2.7
"553" "Onimusha: Warlords" "PS2" "2001" "Action" 0.99 0.48 1.09 0.14 2.7
"554" "Mortal Kombat X" "PS4" "2015" "Fighting" 1.47 0.76 0 0.47 2.7
"555" "Mario Party" "N64" "1998" "Misc" 1.25 0.53 0.87 0.05 2.7
"556" "Madden NFL 12" "X360" "2011" "Sports" 2.42 0.11 0 0.16 2.69
"557" "LEGO Star Wars II: The Original Trilogy" "PS2" "2006" "Action" 1.85 0.64 0.01 0.19 2.69
"558" "Madden NFL 11" "X360" "2010" "Sports" 2.38 0.12 0 0.18 2.69
"559" "Mario vs. Donkey Kong: Mini-Land Mayhem!" "DS" "2010" "Puzzle" 1.63 0.52 0.35 0.18 2.69
"560" "Skate 3" "X360" "2010" "Sports" 1.46 0.98 0 0.24 2.68
"561" "Burnout 3: Takedown" "PS2" "2004" "Racing" 1.23 1.11 0 0.34 2.68
"562" "Yokai Watch 2 Shinuchi" "3DS" "2014" "Role-Playing" 0 0 2.68 0 2.68
"563" "Need for Speed: Shift" "PS3" "2009" "Racing" 0.69 1.41 0.04 0.53 2.68
"564" "Final Fantasy XIII-2" "PS3" "2011" "Role-Playing" 0.78 0.75 0.89 0.26 2.68
"566" "Call Of Duty 2: Big Red One" "PS2" "2005" "Shooter" 1.48 0.92 0.01 0.26 2.67
"567" "Guitar Hero: World Tour" "X360" "2008" "Misc" 1.78 0.64 0 0.25 2.67
"568" "Medal of Honor" "PS" "1998" "Shooter" 1.44 1.09 0 0.14 2.67
"569" "Fable" "XB" "2004" "Role-Playing" 1.99 0.58 0 0.09 2.66
"570" "Hannah Montana" "DS" "2006" "Action" 1.59 0.8 0 0.26 2.65
"571" "Tom Clancy's Splinter Cell" "PS2" "2003" "Action" 1.15 1.11 0 0.4 2.65
"572" "Skylanders Giants" "Wii" "2012" "Action" 1.56 0.88 0 0.22 2.65
"573" "Medal of Honor Heroes" "PSP" "2006" "Shooter" 0.86 1.11 0.01 0.66 2.65
"575" "Star Wars: Shadows of the Empire" "N64" "1996" "Action" 2 0.5 0.12 0.03 2.65
"576" "LEGO Star Wars: The Complete Saga" "X360" "2007" "Action" 1.53 0.87 0 0.24 2.64
"577" "Midnight Club: Street Racing" "PS2" "2000" "Racing" 2 0.47 0.02 0.14 2.63
"578" "Pac-Man: Adventures in Time" "PSP" "2006" "Fighting" 0.76 1.1 0.12 0.65 2.63
"579" "Halo Wars" "X360" "2009" "Strategy" 1.53 0.82 0.04 0.24 2.63
"580" "God of War Collection" "PS3" "2009" "Action" 1.7 0.46 0.06 0.41 2.63
"581" "ESPN NFL 2K5" "PS2" "2004" "Sports" 2.15 0.12 0 0.36 2.62
"582" "Mario Strikers Charged" "Wii" "2007" "Sports" 1.07 1.06 0.24 0.25 2.62
"583" "Medal of Honor" "X360" "2010" "Shooter" 1.55 0.81 0.04 0.21 2.62
"584" "FIFA Soccer 10" "X360" "2009" "Sports" 0.59 1.79 0.01 0.23 2.62
"585" "NBA 2K12" "X360" "2011" "Sports" 2.31 0.14 0.01 0.16 2.62
"586" "Style Savvy" "DS" "2008" "Simulation" 0.63 0.84 0.96 0.19 2.61
"587" "Harry Potter and the Chamber of Secrets" "PS2" "2002" "Action" 0.9 1.22 0.04 0.44 2.61
"588" "Super Mario All-Stars: Limited Edition" "Wii" "2010" "Platform" 1.02 0.52 0.92 0.14 2.6
"590" "FIFA Soccer 09" "PS3" "2008" "Sports" 0.48 1.63 0.04 0.43 2.59
"591" "Ratchet & Clank Future: Tools of Destruction" "PS3" "2007" "Platform" 0.93 1.12 0.08 0.45 2.59
"592" "NBA Live 2005" "PS2" "2004" "Sports" 2.03 0.21 0 0.35 2.59
"593" "LittleBigPlanet" "PSP" "2009" "Platform" 0.64 1.24 0.01 0.69 2.58
